C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42
CAGL0B01727g		Ortholog(s) have D-ribulokinase activity and role in pentose metabolic process	2.285	2.344e-06	2.744	5.263e-07	-0.154	2.846e-01	0.344	1.167e-01	2.613	3.533	-0.548	0.493	1	1	0	0	METABOLISM	ENERGY PRODUCTION (NON RESPIRATORY)	F1	CAGL0B01727g	OFF	UP	UP	0	0	CAGL0B01727g	YDR109C	S000002516	YDR109C		Putative kinase	3.658	1.050e-05	-0.85	3.401e-03	0.087	9.999e-01	0.21	6.664e-01
CAGL0B01881g		Ortholog(s) have tRNA (guanine-N2-)-methyltransferase activity, role in tRNA N2-guanine methylation, tRNA methylation and mitochondrion, nuclear envelope, nuclear inner membrane localization	-1.96	1.376e-05	-1.586	2.263e-05	-0.354	3.684e-02	-0.448	3.983e-02	-2.347	-2.158	-1.043	-0.893	-1	-1	0	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0B01881g	OFF	DOWN	DOWN	0	0	CAGL0B01881g	YDR120C	S000002527	YDR120C	TRM1	tRNA methyltransferase; two forms of protein are made by alternative translation starts; localizes to both nucleus and mitochondrion to produce modified base N2,N2-dimethylguanosine in tRNAs in both compartments; nuclear Trm1p is evenly distributed around inner nuclear membrane in WT, but mislocalizes as puncta near ER-nucleus junctions in spindle pole body (SPB) mutants; both Trm1p inner nuclear membrane targeting and maintenance depend upon SPB	-2.057	2.890e-05	0.318	2.773e-01	-0.033	9.999e-01	-0.054	9.317e-01
CAGL0B02475g	PHO84	Ortholog(s) have inorganic phosphate transmembrane transporter activity, manganese ion transmembrane transporter activity, selenite:proton symporter activity	-1.898	5.061e-05	-1.187	6.806e-03	1.23	4.859e-04	5.117	6.654e-07	-2.274	-1.633	2.871	8.842	-1	0	1	1	REGULATION	OTHERS	F2	CAGL0B02475g	Type I	DOWN	DOWN	UP	UP	CAGL0B02475g	YML123C	S000004592	YML123C	PHO84	High-affinity inorganic phosphate (Pi) transporter; also low-affinity manganese transporter; regulated by Pho4p and Spt7p; mutation confers resistance to arsenate; exit from the ER during maturation requires Pho86p; cells overexpressing Pho84p accumulate heavy metals but do not develop symptoms of metal toxicity	-4.23	5.480e-07	2.739	2.073e-04	0.215	9.999e-01	0.465	1.702e-01
CAGL0B02585g		Ortholog(s) have role in ER-dependent peroxisome organization, endoplasmic reticulum inheritance, endoplasmic reticulum tubular network maintenance and endoplasmic reticulum tubular network organization, more	-0.478	6.322e-03	-1.563	1.206e-03	-0.103	4.286e-01	0.463	2.090e-01	-0.615	-2.127	-0.422	0.701	0	-1	0	0	STRESS RESPONSE	_	Others	CAGL0B02585g	OFF	0	DOWN	0	0	CAGL0B02585g	YDR233C	S000002641	YDR233C	RTN1	Reticulon protein; involved in nuclear pore assembly and maintenance of tubular ER morphology; promotes membrane curvature; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; increases tubular ER when overexpressed; mutants have reduced phosphatidylserine transfer between the ER and mitochondria; interacts with exocyst subunit Sec6p, Yip3p, and Sbh1p; member of the RTNLA subfamily	-0.217	2.100e-01	-0.304	1.743e-01	-0.222	9.999e-01	-0.589	3.326e-01
CAGL0B02717g		Ortholog(s) have role in acetate catabolic process, carbon utilization and cytoplasm, extracellular region, nucleus localization	-0.358	4.576e-02	-0.866	1.252e-03	-0.571	1.920e-03	-1.683	1.845e-04	-0.475	-1.212	-1.578	-3.052	0	0	0	-1	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0B02717g	OFF	0	0	DOWN	DOWN	CAGL0B02717g	YLR153C	S000004143	YLR153C	ACS2	Acetyl-coA synthetase isoform; along with Acs1p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; mutants affect global transcription; required for growth on glucose; expressed under anaerobic conditions	-1.287	4.690e-04	1.299	4.367e-04	-0.121	9.999e-01	0.177	6.563e-01
CAGL0B02794g		Ortholog(s) have (S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity, N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	-0.817	1.016e-02	-0.008	9.725e-01	1.924	1.007e-04	0.378	1.449e-01	-1.012	-0.084	4.585	0.553	0	0	1	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0B02794g	OFF	0	0	UP	0	CAGL0B02794g	YLR359W	S000004351	YLR359W	ADE13	Adenylosuccinate lyase; catalyzes two steps in the 'de novo' purine nucleotide biosynthetic pathway; expression is repressed by adenine and activated by Bas1p and Pho2p; mutations in human ortholog ADSL cause adenylosuccinase deficiency; human ADSL can complement yeast ADE13 null mutant	-1.671	6.510e-05	-0.203	2.906e-01	0.195	9.999e-01	-0.339	3.424e-01
CAGL0B02838g	MUP1	Protein of unknown function	2.148	3.501e-05	1.768	1.320e-04	0.628	1.032e-02	1.008	1.512e-02	2.453	2.25	1.384	1.655	1	1	0	0	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0B02838g	OFF	UP	UP	0	0	CAGL0B02838g	YGR055W	S000003287	YGR055W	MUP1	High affinity methionine permease; integral membrane protein with 13 putative membrane-spanning regions; also involved in cysteine uptake	3.776	1.650e-04	-0.88	5.494e-02	-0.006	9.999e-01	0.678	3.533e-01
CAGL0B02860g		Ortholog(s) have role in autophagy of mitochondrion, macroautophagy and mitochondrion localization	2.405	5.342e-05	0.919	2.063e-03	0.311	4.214e-02	0.548	3.721e-02	2.752	1.134	0.601	0.85	1	0	0	0	METABOLISM	MITOPHAGY	F1	CAGL0B02860g	OFF	UP	0	0	0	CAGL0B02860g	YLR356W	S000004348	YLR356W	ATG33	Mitochondrial mitophagy-specific protein; required primarily for mitophagy induced at post-log phase; not required for other types of selective autophagy or macroautophagy; conserved within fungi, but not in higher eukaryotes; ATG33 has a paralog, SCM4, that arose from the whole genome duplication	3.568	1.520e-06	0.35	1.560e-01	0.038	9.999e-01	0.204	6.484e-01
CAGL0B02904g	BMT6	Beta mannosyltransferase	1.349	5.114e-05	0.905	2.703e-03	0.92	4.349e-04	0.473	7.912e-02	1.519	1.117	2.105	0.719	0	0	1	0	UNCLASSIFIED	_	Others	CAGL0B02904g	Type II	UP	0	UP	0	CAGL0B02904g	NO_ORTHO	CAL0127110	CAGL0B02904g	BMT6	Beta mannosyltransferase	0.827	1.430e-03	0.327	1.055e-01	-0.149	9.999e-01	0.531	3.149e-01
CAGL0B02970g	BMT5	Beta mannosyltransferase	0.149	3.505e-01	-0.628	8.470e-03	-0.604	5.918e-04	1.511	2.756e-04	0.117	-0.898	-1.66	2.535	0	0	0	1	UNCLASSIFIED	_	Others	CAGL0B02970g	SWITCH	0	0	DOWN	UP	CAGL0B02970g	NO_ORTHO	CAL0127030	CAGL0B02970g	BMT5	Beta mannosyltransferase	0.54	2.960e-02	-0.998	4.680e-03	0.072	9.999e-01	-0.049	9.404e-01
CAGL0B03421g		Ortholog(s) have DNA-binding transcription activator activity, RNA polymerase II-specific, RNA polymerase II proximal promoter sequence-specific DNA binding activity	1.962	3.528e-05	0.956	4.370e-03	-0.496	2.326e-02	-0.904	7.635e-03	2.235	1.184	-1.392	-1.689	1	0	0	0	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	CAGL0B03421g	Type I	UP	0	0	DOWN	CAGL0B03421g	YLR256W	S000004246	YLR256W	HAP1	Zinc finger transcription factor; involved in the complex regulation of gene expression in response to levels of heme and oxygen; localizes to the mitochondrion as well as to the nucleus; the S288C sequence differs from other strain backgrounds due to a Ty1 insertion in the carboxy terminus	2.557	9.300e-06	-0.196	3.192e-01	0.15	9.999e-01	-0.096	8.089e-01
CAGL0B03619g		Ortholog(s) have endopeptidase activity, peptidase activity, serine-type endopeptidase activity	2.653	3.295e-06	1.934	1.098e-05	0.362	2.007e-02	0.608	1.953e-02	3.043	2.468	0.728	0.955	1	1	0	0	METABOLISM	PROTEIN DEGRADATION	F1	CAGL0B03619g	OFF	UP	UP	0	0	CAGL0B03619g	YEL060C	S000000786	YEL060C	PRB1	Vacuolar proteinase B (yscB) with H3 N-terminal endopeptidase activity; serine protease of the subtilisin family; involved in protein degradation in the vacuole and required for full protein degradation during sporulation; activity inhibited by Pbi2p; protein abundance increases in response to DNA replication stress; PRB1 has a paralog, YSP3, that arose from the whole genome duplication	4.803	4.030e-07	-1.077	2.019e-03	-0.505	9.999e-01	-0.414	5.397e-01
CAGL0B03663g		Ortholog(s) have citrate (Si)-synthase activity, role in citrate metabolic process and cytoplasm, peroxisome localization	-0.746	9.004e-03	0.599	2.115e-02	-0.825	4.162e-03	-0.227	4.275e-01	-0.928	0.714	-2.205	-0.505	0	0	-1	0	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0B03663g	OFF	0	0	DOWN	0	CAGL0B03663g	YCR005C	S000000598	YCR005C	CIT2	Citrate synthase, peroxisomal isozyme involved in glyoxylate cycle; catalyzes condensation of acetyl coenzyme A and oxaloacetate to form citrate; expression is controlled by Rtg1p and Rtg2p transcription factors; SCF-Ucc1 regulates level of Cit2p to maintain citrate homeostasis; oxaloacetate-dependent positive feedback loop inhibits Cit2p ubiquitination; CIT2 has a paralog, CIT1, that arose from the whole genome duplication	-0.103	5.760e-01	-0.197	3.921e-01	0.198	9.999e-01	-0.232	5.759e-01
CAGL0B03817g		Ortholog(s) have cytoplasm, nucleus localization	2.82	2.526e-05	2.11	2.453e-06	0.154	4.857e-01	-0.188	4.658e-01	3.237	2.7	0.214	-0.437	1	1	0	0	REGULATION	UNKNOWN	F2	CAGL0B03817g	OFF	UP	UP	0	0	CAGL0B03817g	YJR008W	S000003768	YJR008W	MHO1	Protein of unknown function; inhibits haploid invasive growth when overexpressed; synthetically lethal with phospholipase C (PLC1); expression induced by mild heat-stress on a non-fermentable carbon source, upon entry into stationary phase and upon nitrogen deprivation; repressed by inosine and choline in an Opi1p-dependent manner; highly conserved from bacteria to human; Memo, the human homolog, is an ErbB2 interacting protein with an essential function in cell motility	2.92	1.980e-05	-1.325	3.891e-03	-0.075	9.999e-01	-0.008	9.903e-01
CAGL0B03993g		Ortholog(s) have dihydroxy-acid dehydratase activity and role in branched-chain amino acid biosynthetic process	-2.692	6.954e-06	-1.201	1.320e-04	0.395	2.841e-02	0.697	6.719e-03	-3.202	-1.652	0.808	1.11	-1	0	0	0	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0B03993g	OFF	DOWN	DOWN	0	0	CAGL0B03993g	YJR016C	S000003777	YJR016C	ILV3	Dihydroxyacid dehydratase; catalyzes third step in the common pathway leading to biosynthesis of branched-chain amino acids	-1.746	5.750e-05	1.804	2.847e-04	0.001	9.999e-01	-0.082	9.128e-01
CAGL0B04213g		Ortholog(s) have role in positive regulation of glycerol transport	1.043	1.001e-02	0.266	3.347e-01	1.85	3.381e-05	1.847	3.940e-05	1.162	0.277	4.405	3.123	0	0	1	1	REGULATION	OTHERS	F2	CAGL0B04213g	OFF	0	0	UP	UP	CAGL0B04213g	YPR115W	S000006319	YPR115W	RGC1	Putative regulator of the Fps1p glycerol channel; multiply phosphorylated by Hog1p under osmotic stress; contains a pleckstrin homology domain; forms homodimers and heterodimerizes with paralog Ask10p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm	-0.465	2.590e-02	1.408	9.108e-05	0.296	9.999e-01	0.314	4.916e-01
CAGL0B04433g		Has domain(s) with predicted nucleobase transmembrane transporter activity, transmembrane transporter activity, role in nucleobase transport, transmembrane transport and membrane localization	-0.76	4.497e-03	-0.329	2.436e-01	0.62	3.408e-03	1.845	1.711e-04	-0.945	-0.506	1.364	3.119	0	0	0	1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0B04433g	OFF	0	0	0	UP	CAGL0B04433g	YBR021W	S000000225	YBR021W	FUR4	Plasma membrane localized uracil permease; expression is tightly regulated by uracil levels and environmental cues; conformational alterations induced by unfolding or substrate binding result in Rsp5p-mediated ubiquitination and degradation	-0.676	9.800e-03	0.695	6.526e-03	0.039	9.999e-01	-0.089	8.710e-01
CAGL0B04675g		Ortholog(s) have RNA binding, endoribonuclease activity, ribosome binding activity	4.856	6.841e-07	4.403	3.783e-07	-1.565	5.284e-04	-1.898	9.266e-05	5.616	5.715	-4.034	-3.429	1	1	-1	-1	REGULATION	TRANSLATION	F2	CAGL0B04675g	Type I	UP	UP	DOWN	DOWN	CAGL0B04675g	YNL001W	S000004946	YNL001W	DOM34	Protein that facilitates ribosomal subunit dissociation; Dom34-Hbs1 complex and Rli1p have roles in dissociating inactive ribosomes to facilitate translation restart, particularly ribosomes stalled in 3' UTRs; required for RNA cleavage in no-go decay, but reports conflict on endonuclease activity; Pelota ortholog; protein abundance increases in response to DNA replication stress; DOM34 has a paralog, YCL001W-B, that arose from the whole genome duplication	3.632	1.750e-05	-0.077	8.685e-01	-0.022	9.999e-01	0.15	8.542e-01
CAGL0C00110g	EPA6	Sub-telomerically encoded adhesin with a role in cell adhesion; binds to ligands containing a terminal galactose residue; expressed during murine urinary tract infection, biofilm-upregulated; belongs to adhesin cluster I	0.22	4.376e-01	-1.048	3.011e-04	-0.357	1.547e-01	1.378	1.059e-04	0.2	-1.451	-1.049	2.302	0	0	0	1	UNCLASSIFIED	_	Others	CAGL0C00110g	OFF	0	0	0	UP	CAGL0C00110g	YAR050W	S000000084	YAR050W	FLO1	Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; important for co-flocculation with other yeasts, mediating interaction with specific species; FLO1 has a paralog, FLO5, that arose from a segmental duplication	0.13	6.060e-01	-0.628	6.063e-02	-0.403	9.999e-01	1.068	8.644e-02
CAGL0C00275g	HSP31	Putative cysteine protease; protein differentially expressed in azole resistant strain; gene is upregulated in azole-resistant strain	3.891	5.099e-06	1.406	1.372e-04	1.641	1.462e-05	0.893	1.229e-03	4.489	1.775	3.888	1.454	1	0	1	0	STRESS RESPONSE	_	Others	CAGL0C00275g	Type II	UP	UP	UP	0	CAGL0C00275g	YDR533C	S000002941	YDR533C	HSP31	Methylglyoxalase that converts methylglyoxal to D-lactate; involved in oxidative stress resistance, diauxic shift, and stationary phase survival; has similarity to E. coli Hsp31 and C. albicans Glx3p; member of the DJ-1/ThiJ/PfpI superfamily, which includes human DJ-1 involved in Parkinson's disease and cancer; exists as a dimer and contains a putative metal-binding site; protein abundance increases in response to DNA replication stress	3.217	2.800e-06	-0.828	3.569e-03	-0.021	9.999e-01	0.314	6.136e-01
CAGL0C00495g		Ortholog(s) have cyclin-dependent protein serine/threonine kinase activator activity, histone binding, protein kinase activator activity, protein-containing complex binding, ubiquitin binding, zinc ion binding activity	-0.654	3.156e-03	-0.621	2.976e-02	-0.971	2.448e-04	-0.619	3.648e-02	-0.821	-0.89	-2.566	-1.191	0	0	-1	0	REGULATION	SIGNAL TRANSDUCTION	F2	CAGL0C00495g	OFF	0	0	DOWN	0	CAGL0C00495g	YBR135W	S000000339	YBR135W	CKS1	Cyclin-dependent protein kinase regulatory subunit and adaptor; interacts with Cdc28p (aka Cdk1p); required for G1/S and G2/M phase transitions and budding; mediates phosphorylation and degradation of Sic1p; modulates proteolysis of M-phase targets through interactions with the proteasome; role in transcriptional regulation, recruiting proteasomal subunits to target gene promoters; human homologs CKS1B and CKS2 can each complement yeast cks1 null mutant	-0.042	8.450e-01	-0.346	9.354e-02	0.056	9.999e-01	0.027	9.586e-01
CAGL0C00539g		Ortholog(s) have role in positive regulation of (R)-carnitine transmembrane transport, positive regulation of polyamine transmembrane transport	0.27	2.034e-01	0.298	1.341e-01	-1.114	3.890e-05	0.428	5.096e-02	0.259	0.319	-2.921	0.641	0	0	-1	0	REGULATION	OTHERS	F2	CAGL0C00539g	OFF	0	0	DOWN	0	CAGL0C00539g	YBR132C	S000000336	YBR132C	AGP2	Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes	-0.081	5.550e-01	-0.121	4.979e-01	0.044	9.999e-01	-0.242	6.210e-01
CAGL0C00759g		Ortholog(s) have transcription coactivator activity and role in chromatin silencing at telomere, positive regulation of ribosomal protein gene transcription by RNA polymerase II	-0.312	8.230e-02	0.376	1.271e-01	-0.087	4.269e-01	-1.692	1.111e-04	-0.421	0.42	-0.382	-3.069	0	0	0	-1	REGULATION	TRANSLATION	F2	CAGL0C00759g	OFF	0	0	0	DOWN	CAGL0C00759g	YLR223C	S000004213	YLR223C	IFH1	Coactivator, regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI, a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog, CRF1, that arose from the whole genome duplication	-0.375	2.150e-02	0.029	8.736e-01	-0.012	9.999e-01	0.035	9.430e-01
CAGL0C00968g		Adhesin-like protein with a predicted role in cell adhesion; belongs to adhesin cluster VII; predicted GPI-anchor	0.385	1.580e-02	-0.207	4.423e-01	-0.067	6.248e-01	1.336	2.548e-03	0.393	-0.345	-0.334	2.228	0	0	0	1	UNCLASSIFIED	_	Others	CAGL0C00968g	OFF	0	0	0	UP	CAGL0C00968g	NO_ORTHO	CAL0127628	CAGL0C00968g		Adhesin-like protein with a predicted role in cell adhesion; belongs to adhesin cluster VII; predicted GPI-anchor	-0.029	8.400e-01	-0.125	4.874e-01	-0.094	9.999e-01	-0.072	8.306e-01
CAGL0C01133g		Adhesin-like protein; belongs to adhesin cluster VII; predicted GPI anchor	0.226	9.293e-02	-0.32	2.421e-01	-0.024	8.467e-01	1.241	3.700e-03	0.207	-0.494	-0.228	2.062	0	0	0	1	UNCLASSIFIED	_	Others	CAGL0C01133g	OFF	0	0	0	UP	CAGL0C01133g	NO_ORTHO	CAL0127384	CAGL0C01133g		Adhesin-like protein; belongs to adhesin cluster VII; predicted GPI anchor	0.459	2.820e-02	-0.322	1.714e-01	-0.028	9.999e-01	-0.079	8.719e-01
CAGL0C01287g		Ortholog(s) have role in DNA transport, cell redox homeostasis, positive regulation of protein serine/threonine kinase activity and mitochondrial outer membrane localization	-1.417	5.107e-05	-0.996	5.454e-04	-0.154	1.417e-01	-1.192	2.332e-04	-1.713	-1.383	-0.548	-2.193	0	0	0	-1	REGULATION	OTHERS	F2	CAGL0C01287g	Type II	DOWN	0	0	DOWN	CAGL0C01287g	YIL114C	S000001376	YIL114C	POR2	Putative mitochondrial porin (voltage-dependent anion channel); not required for mitochondrial membrane permeability or mitochondrial osmotic stability; POR2 has a paralog, POR1, that arose from the whole genome duplication	-1.391	9.240e-05	0.208	4.414e-01	0.02	9.999e-01	0.036	9.458e-01
CAGL0C01325g		Ortholog(s) have cytochrome-c oxidase activity, nitrite reductase (NO-forming) activity, role in mitochondrial electron transport, cytochrome c to oxygen and mitochondrial respiratory chain complex IV localization	-1.803	7.328e-05	-1.805	1.649e-05	-0.141	2.814e-01	0.71	1.983e-02	-2.163	-2.446	-0.516	1.133	-1	-1	0	0	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0C01325g	OFF	DOWN	DOWN	0	0	CAGL0C01325g	YIL111W	S000001373	YIL111W	COX5B	Subunit Vb of cytochrome c oxidase; cytochrome c oxidase is the terminal member of the mitochondrial inner membrane electron transport chain; Cox5Bp is predominantly expressed during anaerobic growth while its isoform Va (Cox5Ap) is expressed during aerobic growth; COX5B has a paralog, COX5A, that arose from the whole genome duplication	-1.064	2.370e-02	2.091	4.477e-04	0.043	9.999e-01	0.648	5.886e-01
CAGL0C01595g		Ortholog(s) have glutaminase activity, imidazoleglycerol-phosphate synthase activity and role in histidine biosynthetic process	-0.234	5.637e-01	0.597	4.143e-02	0.384	6.362e-02	1.375	1.242e-03	-0.33	0.712	0.78	2.296	0	0	0	1	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0C01595g	OFF	0	0	0	UP	CAGL0C01595g	YBR248C	S000000452	YBR248C	HIS7	Imidazole glycerol phosphate synthase; glutamine amidotransferase:cyclase that catalyzes the fifth step of histidine biosynthesis and also produces 5-aminoimidazole-4-carboxamide ribotide (AICAR), a purine precursor	1.165	6.870e-05	0.549	9.905e-03	-0.026	9.999e-01	-0.374	3.149e-01
CAGL0C01727g		Ortholog(s) have UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity	-0.397	7.895e-03	-0.185	4.026e-01	-0.763	7.977e-04	-0.058	8.653e-01	-0.521	-0.317	-2.054	-0.209	0	0	-1	0	REDOX SIGNALING	METABOLISM	F3	CAGL0C01727g	OFF	0	0	DOWN	0	CAGL0C01727g	YBR243C	S000000447	YBR243C	ALG7	UDP-N-acetyl-glucosamine-1-P transferase; transfers Glc-Nac-P from UDP-GlcNac to Dol-P in the ER in the first step of the dolichol pathway of protein asparagine-linked glycosylation; inhibited by tunicamycin; human homolog DPAGT1 can complement yeast ALG7 mutant	0.957	3.500e-04	-0.768	1.840e-03	0.124	9.999e-01	-0.02	9.679e-01
